element,ion,wavelength_nm,strength_percentile
Ag,2,531.9702,2
Nd,2,531.9818,71
La,1,532.0160,12
Tc,1,532.0198,62
Ra,1,532.0290,80
Sm,1,532.0600,55
S,2,532.0732,98
Y,2,532.0782,26
N,3,532.0820,87
Zr,1,532.1260,9
Re,1,532.1280,6
Ca,3,532.1288,45
Gd,1,532.1500,43
Gd,1,532.1780,68
Sr,3,532.1909,29
Kr,1,532.2020,12
Rb,1,532.2380,19
Pr,2,532.2760,77
Kr,2,532.2770,67
I,2,532.2800,34
Tm,2,532.2990,14
Ra,2,532.3090,4
Po,1,532.3230,45
K,1,532.3276,70
Ti,3,532.3530,48
La,1,532.3570,40
Tm,1,532.3828,20
Fe,1,532.4179,63
Hf,2,532.4260,2
Tm,1,532.4595,25
Al,2,532.4610,32
Dy,1,532.4690,43
Th,2,532.5144,21
Ca,3,532.6153,13
Ne,1,532.6396,34
Th,1,532.6976,40
N,3,532.7180,73
Gd,1,532.7320,40
Re,1,532.7460,9
Kr,1,532.7870,12
Fe,1,532.8038,92
Ca,3,532.8063,40
Ce,1,532.8080,88
Gd,1,532.8300,28
Cr,1,532.8324,87
Ti,3,532.8400,65
Fe,1,532.8531,69
O,1,532.9100,39
Cr,1,532.9137,69
O,1,532.9680,47
Rh,1,532.9740,27
Sr,1,532.9813,63
Rb,2,533.0019,3
Ho,1,533.0110,54
Br,2,533.0570,78
O,1,533.0740,56
Ne,1,533.0778,83
Zr,1,533.0840,8
Tb,1,533.1040,26
Kr,1,533.1080,12
Rh,1,533.1080,1
As,2,533.1230,68
Yb,3,533.1540,34
Sc,1,533.1788,50
Re,1,533.1900,1
Br,2,533.2050,97
Sn,2,533.2339,84
Ag,2,533.2504,40
Re,1,533.2760,1
C,2,533.2890,11
Er,1,533.3060,39
Gd,1,533.3300,48
Ne,1,533.3308,18
Er,2,533.3330,11
Kr,2,533.3410,97
Ag,1,533.3620,24
Ca,3,533.3652,19
Re,1,533.3850,1
Er,2,533.4230,11
Sc,2,533.4241,82
Kr,1,533.4755,56
C,2,533.4790,20
Tc,1,533.4790,26
Nb,1,533.4870,21
Yb,2,533.5150,86
Ru,1,533.5930,17
Ta,1,533.6127,7
Ti,2,533.6786,46
Ga,3,533.7220,56
Dy,2,533.7430,3
Cd,2,533.7486,99
Gd,1,533.7530,24
Tb,1,533.7900,47
Kr,3,533.8200,1
I,2,533.8220,98
Ga,2,533.8240,75
Tb,1,533.8590,27
Tm,1,533.8900,25
Tm,1,533.9031,45
Kr,1,533.9118,68
Ca,2,533.9190,48
Xe,2,533.9330,98
Sc,1,533.9431,50
K,1,533.9688,78
Fe,1,533.9929,15
Pr,3,534.0020,95
Ag,2,534.0027,52
Dy,1,534.0300,48
La,2,534.0670,49
Ir,1,534.0740,5
Nb,1,534.0800,13
Fe,1,534.1024,64
Ta,1,534.1049,54
Mn,1,534.1060,62
Sc,1,534.1074,51
Ne,1,534.1094,89
Sm,1,534.1290,46
Sc,2,534.2075,60
C,2,534.2390,58
Co,1,534.2710,19
K,1,534.2970,72
Sc,1,534.2992,67
Gd,1,534.3000,71
Ne,1,534.3283,83
Sr,3,534.3301,40
Co,1,534.3383,12
Th,1,534.3581,80
Er,2,534.3940,6
Nb,1,534.4170,79
Er,2,534.4500,14
Ac,1,534.4740,84
P,2,534.4750,73
Pd,1,534.5104,9
Gd,1,534.5130,33
I,2,534.5150,96
Br,1,534.5421,4
Yb,2,534.5660,30
Gd,1,534.5680,31
Rb,2,534.5701,17
S,2,534.5721,95
Cr,1,534.5796,99
P,1,534.5851,42
Mg,1,534.5977,9
Hf,2,534.6300,1
Tm,2,534.6490,32
Kr,2,534.6760,67
Yb,2,534.7220,60
Kr,1,534.7370,12
B,2,534.7650,23
Tb,2,534.7830,1
Gd,3,534.7950,69
Er,1,534.8060,52
Cr,1,534.8314,97
Gd,1,534.8670,52
W,1,534.8932,32
Sn,3,534.9100,50
Lu,1,534.9120,45
Cs,2,534.9131,95
Ne,1,534.9204,57
Sc,1,534.9342,51
Ca,1,534.9470,87
Ta,1,534.9575,20
Sc,1,534.9711,51
Kr,3,534.9770,1
Mn,1,534.9880,8
Ti,3,534.9910,10
Zr,2,535.0090,2
Sc,1,535.0278,51
Zr,2,535.0350,2
Gd,1,535.0380,71
Eu,1,535.0410,29
Tl,1,535.0460,97
Er,1,535.0470,34
Ca,3,535.0730,26
Nb,1,535.0740,72
Zr,1,535.0900,9
Ti,1,535.1067,22
Yb,1,535.1290,22
Eu,1,535.1690,62
Zr,1,535.1920,9
Co,1,535.2050,19
Dy,1,535.2110,29
Ti,3,535.2390,10
Pr,2,535.2400,53
Cu,1,535.2666,72
Eu,1,535.2840,38
Yb,2,535.2950,83
Gd,1,535.3260,60
Nb,1,535.3280,7
Tc,1,535.3480,58
Ga,1,535.3490,77
Co,1,535.3500,13
Ce,2,535.3530,59
198Hg,1,535.4029,52
Hg,1,535.4034,88
Ca,3,535.4237,27
Sb,2,535.4240,81
Rh,1,535.4400,64
W,1,535.4446,5
Ta,1,535.4679,24
Tb,1,535.4880,61
Cu,1,535.4950,70
Eu,1,535.5100,69
Ne,1,535.5164,57
Ga,3,535.5200,10
Ne,1,535.5424,58
Kr,2,535.5450,24
Nb,1,535.5700,7
Ti,3,535.5750,10
Sc,1,535.5793,52
Sr,3,535.5942,67
Sc,1,535.6097,52
Rh,1,535.6470,13
Ti,3,535.6510,56
Tc,1,535.6634,26
Nd,2,535.6976,19
Sc,2,535.7202,88
Eu,1,535.7610,97
La,1,535.7860,82
Ga,3,535.8160,63
Cs,2,535.8433,61
Ti,3,535.8530,56
Yb,2,535.8640,31
Tc,1,535.8646,42
Ga,1,535.9205,71
K,1,535.9574,81
Ho,1,535.9990,56
Ne,1,536.0012,58
Cu,1,536.0030,68
Tc,1,536.0142,26
Ga,2,536.0402,81
Mo,1,536.0513,80
Eu,1,536.0830,53
Rb,2,536.1017,18
Nd,2,536.1474,43
Eu,1,536.1610,78
Gd,1,536.1660,24
Ru,1,536.1792,26
Xe,1,536.2244,38
Tl,3,536.2400,50
Zr,1,536.2560,34
Rb,1,536.2601,62
Ac,2,536.2610,39
S,2,536.2703,11
Ag,2,536.2788,44
Xe,2,536.3200,73
Ga,2,536.3585,55
Yb,1,536.3660,23
Br,1,536.4190,1
Mo,1,536.4276,15
Ir,1,536.4320,16
Xe,1,536.4626,56
P,1,536.4631,4
Gd,1,536.5380,36
Hg,1,536.5500,74
Se,1,536.5500,12
Mn,3,536.5590,11
La,1,536.5890,21
Gd,3,536.5960,94
Xe,1,536.7030,22
Xe,3,536.7030,68
Ti,3,536.7170,57
Pb,2,536.7640,68
Xe,2,536.8070,67
Dy,2,536.8200,6
Sm,1,536.8360,50
Er,1,536.8850,28
Pt,1,536.8983,42
Sn,3,536.9400,71
Re,1,536.9480,6
Co,1,536.9580,14
S,3,536.9618,6
Ac,1,536.9630,36
Tb,1,536.9720,52
Cu,3,536.9790,48
Re,1,536.9800,9
I,2,536.9860,66
Se,1,536.9900,25
Gd,1,536.9920,36
Fe,1,536.9961,18
Br,1,537.0340,2
Gd,1,537.0630,45
Cs,2,537.0988,97
Kr,3,537.1400,29
Fe,1,537.1489,86
Kr,1,537.1740,13
Al,2,537.1840,41
Nd,2,537.1935,14
Pb,2,537.2099,70
Ne,1,537.2311,34
Hg,2,537.2373,25
Xe,2,537.2390,86
S,1,537.2580,41
Tm,2,537.2980,20
Ag,2,537.3821,4
Sr,1,537.4069,45
Se,1,537.4100,21
Ne,1,537.4975,18
Tc,1,537.5201,58
Nb,1,537.5270,7
Sc,1,537.5373,52
Ca,3,537.5470,27
S,1,537.5830,49
Tb,1,537.5980,52
Th,3,537.6130,96
Os,1,537.6790,0
Cu,1,537.6867,2
Eu,1,537.6939,75
La,2,537.7090,54
Re,1,537.7100,15
Mn,1,537.7630,49
Ru,1,537.7840,4
Cd,2,537.8135,100
P,2,537.8200,57
Sr,3,537.8458,59
Rh,1,537.9100,32
Th,1,537.9110,17
Kr,1,537.9637,62
La,1,538.0010,22
C,1,538.0331,95
Y,1,538.0629,62
Cs,3,538.0792,68
La,2,538.0990,57
Pu,1,538.1020,59
S,1,538.1020,58
Ti,2,538.1021,14
Y,1,538.1244,5
Nb,1,538.1340,8
Kr,3,538.1390,1
Ho,1,538.1400,43
Cd,2,538.1887,87
La,2,538.1920,42
Zr,1,538.2370,2
Fe,1,538.3369,33
Y,3,538.3640,58
Ho,1,538.4560,27
198Hg,1,538.4615,39
Hg,1,538.4626,83
Tl,2,538.4850,79
Ho,1,538.4970,27
Zr,1,538.5140,72
Dy,2,538.5630,0
Ru,1,538.5880,4
Nd,2,538.5900,8
U,2,538.6190,5
Th,1,538.6611,44
Zr,1,538.6650,15
P,2,538.6880,74
Cr,1,538.6967,5
Cs,2,538.7179,14
Pt,1,538.7866,6
Y,1,538.8388,9
Al,2,538.8480,10
Ti,3,538.9050,57
Sc,2,538.9413,11
Gd,1,538.9500,33
Dy,2,538.9580,21
Yb,2,538.9840,7
Ti,1,538.9988,25
Rh,1,539.0440,57
Th,2,539.0467,30
Rb,1,539.0568,26
Cr,2,539.0614,53
Pt,1,539.0778,50
Y,1,539.0813,17
Sr,3,539.1028,90
Hf,2,539.1360,5
Cu,1,539.1620,76
Tm,2,539.1960,8
Bk,1,539.2030,71
Sc,1,539.2058,52
Cl,2,539.2120,83
Ag,2,539.2469,43
Th,2,539.2573,14
O,2,539.2611,27
Xe,1,539.2795,80
Eu,1,539.2940,78
Fe,1,539.3167,3
B,2,539.3170,34
Ce,2,539.3400,31
Ho,1,539.3850,16
Bk,1,539.4240,72
Mn,1,539.4670,49
Xe,1,539.4738,45
Th,1,539.4761,34
Pd,1,539.5220,26
Br,1,539.5480,38
Dy,1,539.5570,36
Ti,3,539.5690,81
Cr,2,539.5773,35
Er,2,539.5870,15
Sr,3,539.5886,59
Ta,1,539.5986,12
Ti,1,539.7062,41
Fe,1,539.7128,73
Ar,2,539.7516,20
Ce,1,539.7640,90
Bi,2,539.7800,9
Cr,2,539.7829,16
Mn,1,539.9490,25
Ra,1,539.9800,82
Sr,3,539.9924,52
Dy,2,539.9930,3
Ag,2,540.0104,72
Ra,1,540.0230,88
Xe,1,540.0450,9
Tm,2,540.0460,20
Na,2,540.0464,5
Ne,1,540.0562,95
Cr,1,540.0597,39
S,2,540.0712,55
Xe,3,540.1010,82
Ru,1,540.1047,18
Mg,2,540.1543,73
C,1,540.1600,29
Y,1,540.1877,5
V,1,540.1922,1
Tb,2,540.2060,6
Tm,1,540.2231,50
Ta,1,540.2507,63
In,2,540.2540,24
Lu,1,540.2570,79
Am,1,540.2620,61
Eu,1,540.2770,97
Y,2,540.2773,56
Cs,2,540.2785,83
Kr,1,540.3030,13
Be,2,540.3040,77
Ag,2,540.3132,70
Ho,1,540.3170,49
Sc,2,540.4085,24
Fe,1,540.4151,5
Dy,1,540.4190,43
Bk,1,540.4620,73
Rh,1,540.4730,13
Hg,1,540.4800,32
Ti,3,540.4940,10
Zr,1,540.5130,9
Ne,2,540.5152,17
Sm,1,540.5230,49
Eu,1,540.5330,43
Si,2,540.5340,63
I,2,540.5420,54
Sr,3,540.5451,79
Fe,1,540.5775,75
Tm,2,540.5980,8
Ra,1,540.6810,88
Sr,3,540.7066,73
Ho,1,540.7080,59
Cs,2,540.7190,54
Ar,2,540.7345,4
I,2,540.7360,56
Mn,1,540.7420,50
Cs,2,540.7437,14
Zr,1,540.7620,38
Th,1,540.7654,47
As,1,540.8130,39
Cu,1,540.8340,58
Cf,1,540.8880,63
Ce,2,540.9230,27
Ti,1,540.9605,52
P,2,540.9720,45
Cr,1,540.9783,100
Tl,2,540.9920,21
Be,2,541.0206,78
Pm,2,541.0450,55
Th,1,541.0769,27
Ag,2,541.0811,45
Tl,2,541.0970,52
In,2,541.1650,29
Eu,1,541.1864,43
Ag,2,541.1936,36
Kr,3,541.2190,36
Th,3,541.2221,40
Gd,3,541.2620,21
Ne,1,541.2649,67
Gd,1,541.3200,33
Xe,3,541.3490,35
Ho,2,541.3620,1
Tb,1,541.3650,19
Mn,1,541.3690,16
Tm,1,541.3727,46
Na,2,541.4546,22
Er,2,541.4630,18
Fe,1,541.5199,22
V,1,541.5251,28
Xe,2,541.5360,51
Th,2,541.5433,15
La,1,541.5680,30
Gd,1,541.5690,34
Tb,1,541.6200,20
Ga,2,541.6318,90
Os,1,541.6340,9
Y,1,541.7033,30
Si,2,541.7240,18
Th,1,541.7486,82
Sr,3,541.7560,80
Xe,1,541.8020,16
Kr,2,541.8430,52
Cu,3,541.8480,49
In,2,541.8513,32
Ne,1,541.8558,58
Dy,1,541.9130,55
Xe,2,541.9150,100
Ta,1,541.9190,51
Lu,3,541.9420,31
Cs,2,541.9673,89
Ne,1,542.0155,18
Mn,1,542.0360,47
Ce,1,542.0380,82
Sr,3,542.0991,80
Eu,1,542.1074,47
Ga,2,542.1275,57
Ar,1,542.1352,1
Zr,1,542.1860,2
Lu,1,542.1900,58
Sc,1,542.2335,68
Sc,2,542.2335,56
Nb,1,542.2440,18
Rb,2,542.2440,66
Br,2,542.2780,79
Er,2,542.2810,4
Tc,1,542.3048,7
Cl,2,542.3230,99
Dy,1,542.3320,51
Cl,2,542.3510,78
Ag,2,542.4051,48
Fe,1,542.4068,31
Rh,1,542.4070,43
Tb,2,542.4100,18
Dy,1,542.4270,29
Y,1,542.4362,67
Ac,1,542.4440,32
Ga,2,542.4540,14
Pm,2,542.4540,56
Ba,1,542.4548,80
Am,1,542.4700,65
Rh,1,542.4720,9
Pm,2,542.4790,40
Br,2,542.4990,57
Hg,2,542.5253,99
Rh,1,542.5450,9
Th,2,542.5678,50
P,2,542.5910,82
Ti,1,542.6248,32
Tb,1,542.6430,20
Dy,2,542.6700,10
Eu,1,542.6943,69
Ba,3,542.6995,58
I,1,542.7034,48
Ru,1,542.7590,1
Pr,3,542.7700,48
P,1,542.8094,5
Zr,1,542.8420,10
S,2,542.8667,96
Si,2,542.8920,19
Pm,2,542.9040,37
Ti,1,542.9140,11
Fe,1,542.9696,75
La,1,542.9860,48
Ac,1,543.0960,58
Th,1,543.1112,13
Nd,2,543.1526,16
Rb,1,543.1532,78
Rb,1,543.1830,21
Re,1,543.1900,2
Sr,3,543.1974,12
Cu,1,543.2050,71
Mn,1,543.2550,16
Yb,2,543.2710,5
S,2,543.2815,99
Si,2,543.2890,20
Ne,1,543.3651,68
Sc,2,543.3729,25
Mg,2,543.4039,26
Ho,2,543.4390,1
Fe,1,543.4524,69
W,1,543.5032,70
Br,2,543.5070,33
O,1,543.5180,10
Ta,1,543.5267,24
In,2,543.5380,66
Xe,1,543.5600,16
Tm,1,543.5645,6
O,1,543.5780,23
I,2,543.5830,90
Ho,1,543.5870,16
Ni,1,543.5870,6
Th,2,543.5893,29
In,2,543.6792,36
O,1,543.6860,40
C,1,543.6880,41
Nb,1,543.7270,31
Ba,1,543.7318,21
Th,2,543.7388,2
La,1,543.7540,22
Zr,1,543.7760,10
Lu,1,543.7880,55
I,2,543.8000,67
Kr,3,543.8200,2
Y,1,543.8226,86
Kr,2,543.8620,57
Si,2,543.8620,64
Xe,2,543.8960,91
Xe,1,543.9923,56
Xe,1,544.0390,38
Ag,2,544.0910,6
Na,2,544.1200,16
Dy,2,544.3340,6
Cl,2,544.3370,85
Tb,1,544.3380,27
Sr,3,544.3483,93
Eu,1,544.3564,38
Hf,2,544.4070,3
Cl,2,544.4210,80
S,1,544.4410,17
Rh,1,544.5230,23
Ho,1,544.5390,28
Xe,2,544.5450,74
Sc,1,544.6195,68
Kr,2,544.6340,72
Ac,2,544.6379,77
Br,3,544.6800,1
Fe,1,544.6916,76
Th,3,544.7154,100
Si,2,544.7260,30
Tc,1,544.7402,26
Kr,1,544.7860,29
Ne,1,544.8509,58
Zr,1,544.8570,17
Ce,1,544.9240,89
Yb,2,544.9270,38
Th,2,544.9479,44
Ir,1,544.9500,20
Bk,1,544.9630,74
Ho,2,544.9800,2
S,1,544.9820,18
Te,2,544.9838,86
Xe,2,545.0450,67
P,2,545.0740,84
Sr,1,545.0836,79
Xe,2,545.0900,32
Dy,1,545.1110,59
Nd,2,545.1120,8
Mg,2,545.1259,3
Er,1,545.1300,15
As,1,545.1320,58
Sc,1,545.1369,53
Si,3,545.1460,25
Eu,1,545.1510,95
Ar,1,545.1652,25
Ho,1,545.1900,28
Tc,1,545.1900,58
Th,1,545.2219,29
Eu,1,545.2940,93
Sm,1,545.3000,58
Gd,1,545.3460,28
Lu,1,545.3570,27
S,2,545.3828,100
Ho,2,545.4000,1
Mn,3,545.4070,23
Er,2,545.4270,15
Si,2,545.4490,21
Ir,1,545.4500,16
Ru,1,545.4820,6
La,1,545.5150,98
Dy,2,545.5470,7
Fe,1,545.5609,70
Sr,3,545.5984,12
Ru,1,545.6130,8
Kr,1,545.6390,13
Si,2,545.6450,64
Er,1,545.6620,65
Tb,1,545.7000,20
Cl,2,545.7020,72
Mn,1,545.7470,4
Eu,1,545.7620,39
Ca,3,545.7799,14
Nb,1,545.8040,8
P,1,545.8305,27
La,2,545.8690,20
Kr,1,545.8800,49
Th,3,545.8968,93
Kr,1,545.9470,38
Tb,1,545.9810,44
Mg,2,546.0019,4
Xe,1,546.0037,38
Xe,2,546.0390,86
Ti,1,546.0498,44
Re,1,546.0640,2
Hg,1,546.0750,99
198Hg,1,546.0753,94
P,2,546.1200,24
Tm,2,546.1950,9
Er,2,546.2430,16
Kr,1,546.2650,13
Cu,1,546.3138,64
Hf,2,546.3380,9
Sr,3,546.3897,90
Cs,3,546.3999,50
Sb,2,546.4080,52
Mg,2,546.4136,11
Tm,1,546.4145,29
La,2,546.4380,28
I,2,546.4620,83
Hg,2,546.5286,50
Ag,1,546.5497,96
Tm,2,546.5540,9
Br,1,546.6219,12
Y,1,546.6242,87
Si,2,546.6430,93
Y,1,546.6467,94
Sm,1,546.6720,50
Si,2,546.6870,93
La,1,546.6920,5
Bk,1,546.7470,75
Pm,2,546.7640,17
Kr,3,546.7750,45
La,3,546.7810,26
Rh,1,546.8110,13
Kr,2,546.8170,87
Er,1,546.8320,53
Y,1,546.8470,72
Ti,3,546.8980,48
Dy,2,546.9100,3
Y,1,546.9104,2
Si,2,546.9210,65
Ir,1,546.9400,2
Xe,2,546.9540,32
Rb,2,546.9827,38
K,2,547.0130,70
Tb,2,547.0340,6
Mn,1,547.0640,35
Rh,1,547.0850,23
Ag,1,547.1555,78
Sr,3,547.1650,80
Ac,2,547.1709,11
Tc,1,547.1962,42
Eu,1,547.2324,70
Xe,2,547.2610,94
Si,3,547.3050,42
Tm,1,547.3079,6
Y,2,547.3384,37
S,2,547.3620,96
Ti,1,547.4223,25
Mn,3,547.4680,27
S,2,547.5011,20
Ag,1,547.5376,51
U,2,547.5700,9
Pt,1,547.5765,63
Kr,1,547.6580,14
Lu,2,547.6690,74
Ni,1,547.6910,62
Er,2,547.7470,5
Sr,3,547.7634,36
Kr,3,547.7660,2
P,1,547.7672,43
Ti,1,547.7693,40
W,1,547.7776,54
P,1,547.7860,28
S,2,547.8194,11
P,1,547.8267,29
Zr,1,547.8330,18
Br,2,547.8470,58
Pt,1,547.8480,58
Yb,2,547.8500,5
C,2,547.8590,9
Ag,2,547.8660,43
Rb,2,547.9323,3
Ru,1,547.9415,1
Ca,3,548.0010,30
U,2,548.0260,7
La,2,548.0730,14
Y,2,548.0730,38
Zr,1,548.0830,18
Sr,1,548.0865,97
Nb,1,548.1000,8
U,2,548.1200,7
Ti,3,548.1310,65
Mn,1,548.1400,21
Ti,1,548.1409,28
Tb,1,548.1450,12
Ti,1,548.1859,11
Yb,1,548.1920,46
Sc,1,548.2012,68
Ra,1,548.2130,76
La,2,548.2270,36
U,2,548.2530,4
Co,1,548.3340,16
Li,2,548.3550,96
P,2,548.3550,46
Rh,1,548.4230,4
Ru,1,548.4320,6
Xe,1,548.4460,9
Bk,1,548.4580,76
Sc,1,548.4628,68
Sr,3,548.5219,74
Cs,2,548.5474,11
Li,2,548.5650,99
Nd,2,548.5699,19
Er,2,548.5970,19
W,1,548.6006,32
Zr,1,548.6090,15
Sr,1,548.6136,79
Xe,1,548.7030,22
Te,2,548.7950,79
K,2,548.8060,15
Ag,2,548.8157,63
Ti,1,548.8193,15
Ra,1,548.8320,54
Xe,1,548.8555,45
Eu,1,548.8653,78
Br,2,548.8790,33
Kr,1,548.8860,44
Ti,1,549.0148,48
Sb,1,549.0225,3
Kr,1,549.0936,83
La,1,549.1070,31
Kr,1,549.1330,14
I,2,549.1500,57
La,3,549.1900,55
W,1,549.2306,85
Th,1,549.2643,4
U,2,549.2950,13
Y,1,549.3148,58
Si,1,549.3230,19
La,2,549.3450,24
Sm,1,549.3720,59
Ag,2,549.3831,49
Ne,1,549.4416,18
Cu,3,549.4940,45
Br,2,549.5060,34
Eu,1,549.5200,43
Pm,2,549.5450,37
Y,1,549.5580,40
Tm,1,549.5616,12
N,2,549.5670,75
Ar,1,549.5874,52
Kr,1,549.6210,29
Si,2,549.6450,81
In,2,549.6740,24
Dy,1,549.6830,25
I,2,549.6940,69
Y,2,549.7405,58
Er,2,549.7440,11
In,2,549.7492,83
Fe,1,549.7516,14
As,2,549.7727,38
Ra,1,549.7830,18
In,2,549.8110,64
S,1,549.8180,57
Pu,1,549.8500,60
Ho,1,549.8570,29
Ba,3,549.9174,15
Th,1,549.9255,80
Tl,3,549.9400,17
Ta,1,549.9442,20
Kr,2,549.9560,63
P,2,549.9730,48
Th,3,550.0131,19
Tm,2,550.0300,14
W,1,550.0490,38
Rb,2,550.0634,54
Kr,1,550.0710,84
Eu,1,550.0830,13
La,1,550.1340,98
Kr,3,550.1430,70
Nd,1,550.1470,43
Pr,1,550.1500,44
S,1,550.1540,64
Ca,3,550.1630,17
Ra,1,550.1980,82
Zr,1,550.2120,55
La,1,550.2250,31
La,1,550.2670,18
Dy,1,550.2790,17
In,2,550.3110,1
W,1,550.3440,70
Y,1,550.3464,89
La,1,550.3810,78
Ti,1,550.3897,34
Kr,1,550.4005,62
Sr,1,550.4184,95
Th,1,550.4302,4
Kr,1,550.4330,68
Ho,1,550.4510,29
Nb,1,550.4580,8
I,2,550.4720,70
Sr,3,550.4829,6
Yb,1,550.5490,36
Ra,1,550.5500,56
Mn,1,550.5870,14
La,1,550.6000,59
Ar,1,550.6113,2
Mo,1,550.6493,99
Dy,1,550.6520,25
Br,2,550.6690,98
Fe,1,550.6779,22
S,1,550.7010,70
In,2,550.7053,83
Cs,2,550.7132,70
P,2,550.7190,49
Sr,3,550.7556,24
In,2,550.7772,76
Zr,1,550.7870,10
C,1,550.8510,42
Pr,2,550.8790,8
Pr,2,550.9150,24
Mg,1,550.9597,20
Tb,1,550.9610,44
S,2,550.9718,97
Y,2,550.9894,59
Th,1,550.9994,52
Ni,1,551.0000,5
Eu,1,551.0520,79
C,1,551.0690,31
Ru,1,551.0710,26
Pu,1,551.0720,60
In,2,551.0884,84
La,3,551.1720,6
Ce,2,551.2080,21
Sm,1,551.2100,43
Bk,2,551.2220,97
Ti,1,551.2524,69
Rb,2,551.2549,79
K,2,551.2690,15
Nb,1,551.2820,2
Ca,1,551.2980,72
In,2,551.3006,88
In,2,551.3100,61
Mg,3,551.3255,17
Ge,1,551.3264,19
Pr,2,551.3580,19
Y,1,551.3647,58
Sc,1,551.4230,69
Ti,1,551.4343,62
Ti,1,551.4532,69
Tb,1,551.4540,42
W,1,551.4676,97
P,1,551.4774,6
C,1,551.4800,13
Th,1,551.4873,23
La,1,551.5280,48
Dy,2,551.5410,4
Ho,2,551.5560,5
Er,1,551.6020,24
Sm,1,551.6090,59
Pm,2,551.6420,18
Ho,2,551.6450,2
C,1,551.6643,5
Kr,1,551.6667,69
Mn,1,551.6770,26
P,1,551.6997,7
Zr,1,551.7110,15
La,1,551.7340,66
Si,1,551.7535,13
Ba,3,551.8162,8
La,3,551.8190,1
S,2,551.8732,21
Ta,1,551.8910,33
Ba,1,551.9044,84
In,2,551.9360,85
Sr,3,551.9484,17
Lu,3,551.9880,26
Y,1,551.9880,7
Ca,3,552.0304,22
S,2,552.0400,31
Sr,3,552.0418,80
Sc,1,552.0497,69
Kr,1,552.0510,79
Re,1,552.1100,2
Na,2,552.1110,16
Kr,1,552.1170,29
Y,2,552.1562,48
Y,1,552.1695,75
Sr,1,552.1765,93
I,2,552.2060,51
Se,2,552.2400,42
Rb,2,552.2778,96
Pr,2,552.2790,12
Kr,2,552.2970,68
Ge,2,552.2989,35
In,2,552.3310,40
C,1,552.3500,35
Kr,2,552.3510,52
Os,1,552.3530,36
Nb,1,552.3570,13
Pb,3,552.3970,57
Tc,1,552.4107,7
Tb,1,552.4120,47
Pr,1,552.4150,66
Xe,3,552.4330,13
Hf,2,552.4350,5
Yb,1,552.4540,10
Xe,2,552.5530,52
Tb,1,552.5620,12
Nd,1,552.5720,47
S,2,552.6253,73
Eu,1,552.6627,29
Sc,2,552.6785,99
Lu,3,552.6800,4
Y,1,552.6803,31
Tm,2,552.6820,10
C,1,552.6833,30
Y,1,552.7561,94
U,2,552.7820,8
Pr,1,552.7930,44
Dy,1,552.8010,29
Ba,3,552.8142,41
Tm,1,552.8343,44
Mg,1,552.8405,97
Zr,1,552.8410,34
In,2,552.8600,53
Kr,1,552.8630,14
Cs,3,552.8635,58
La,3,552.9540,49
C,1,552.9781,14
La,1,552.9870,18
Pr,1,553.0210,33
Co,1,553.0770,7
Xe,2,553.1070,91
Pr,1,553.1160,75
C,1,553.2040,18
La,1,553.2060,5
Cl,1,553.2162,7
Zr,1,553.2300,2
Re,1,553.2680,10
Ti,3,553.3010,88
Mo,1,553.3031,98
Eu,1,553.3250,30
Ne,1,553.3679,34
Nd,1,553.3820,69
Ho,1,553.4330,29
Sr,1,553.4794,80
C,1,553.4807,14
Pm,2,553.4960,41
Rh,1,553.5040,17
Pr,2,553.5170,44
C,2,553.5350,15
N,2,553.5360,49
Ba,1,553.5481,100
La,2,553.5670,45
Cu,1,553.5780,51
Ba,1,553.5869,75
K,2,553.6010,31
In,2,553.6438,29
S,2,553.6723,11
Sr,3,553.7333,53
Pm,1,553.7380,18
Zr,1,553.7460,24
Pu,1,553.7590,61
C,2,553.7610,4
Mn,1,553.7760,21
Bk,1,553.7930,77
Pr,1,553.8370,67
Ag,2,553.8449,3
Ne,1,553.8651,19
Tm,2,553.9030,10
Yb,1,553.9050,59
Th,1,553.9262,86
Th,2,553.9911,67
Sr,1,554.0051,80
F,1,554.0520,15
Si,2,554.0740,66
C,1,554.0756,43
P,2,554.1140,51
La,1,554.1260,66
Y,1,554.1629,40
Tc,1,554.1939,27
Eu,1,554.2540,30
Pd,1,554.2807,38
Ag,2,554.3212,51
Nd,1,554.3240,59
Sr,1,554.3355,80
C,1,554.3817,5
Pb,2,554.4250,72
Ra,1,554.4250,36
Y,1,554.4504,75
Rh,1,554.4580,10
Y,2,554.4610,49
La,1,554.4910,28
Pr,2,554.5010,19
C,1,554.5070,80
Zr,1,554.5320,25
Ag,1,554.5670,52
Y,2,554.6008,39
Pm,2,554.6080,96
I,1,554.6406,30
Pd,1,554.7020,27
V,1,554.7056,1
Dy,1,554.7270,49
C,1,554.7271,45
Eu,1,554.7440,89
Th,1,554.8176,49
C,1,554.8239,14
C,1,554.8902,22
Sm,1,554.8950,34
Ac,2,554.8979,12
Pu,1,554.9620,62
Hg,1,554.9634,84
198Hg,1,554.9635,40
Sm,1,555.0400,51
Hf,1,555.0610,61
Y,1,555.0998,17
C,1,555.1032,30
Nb,1,555.1350,24
C,1,555.1589,74
Ag,2,555.1926,68
Mn,1,555.1980,8
Bi,1,555.2050,37
Hf,1,555.2128,62
Sc,2,555.2235,56
Xe,1,555.2385,76
F,1,555.2430,7
Kr,3,555.2690,19
